,나이,확진자 수,사망자 수,날짜,날짜_dt
7294,30대,5500,2.0,2020-12-13,2020-12-13
7295,40대,6006,5.0,2020-12-13,2020-12-13
7296,50대,7811,25.0,2020-12-13,2020-12-13
7297,60대,6568,70.0,2020-12-13,2020-12-13
7298,70대,3336,180.0,2020-12-13,2020-12-13
7299,80대 이상,1925,298.0,2020-12-13,2020-12-13
7300,10대 미만,1310,0.0,2020-12-12,2020-12-12
7301,10대,2598,0.0,2020-12-12,2020-12-12
7302,20대,7492,0.0,2020-12-12,2020-12-12
7303,30대,5391,2.0,2020-12-12,2020-12-12
7304,40대,5856,5.0,2020-12-12,2020-12-12
7305,50대,7619,25.0,2020-12-12,2020-12-12
7306,60대,6385,68.0,2020-12-12,2020-12-12
7307,70대,3231,180.0,2020-12-12,2020-12-12
7308,80대 이상,1854,298.0,2020-12-12,2020-12-12
7309,10대 미만,1258,0.0,2020-12-11,2020-12-11
7310,10대,2512,0.0,2020-12-11,2020-12-11
7311,20대,7395,0.0,2020-12-11,2020-12-11
7312,30대,5277,2.0,2020-12-11,2020-12-11
7313,40대,5714,5.0,2020-12-11,2020-12-11
7314,50대,7445,25.0,2020-12-11,2020-12-11
7315,60대,6237,68.0,2020-12-11,2020-12-11
7316,70대,3162,178.0,2020-12-11,2020-12-11
7317,80대 이상,1786,294.0,2020-12-11,2020-12-11
7318,10대 미만,1223,0.0,2020-12-10,2020-12-10
7319,10대,2466,0.0,2020-12-10,2020-12-10
7320,20대,7310,0.0,2020-12-10,2020-12-10
7321,30대,5196,2.0,2020-12-10,2020-12-10
7322,40대,5615,5.0,2020-12-10,2020-12-10
7323,50대,7320,25.0,2020-12-10,2020-12-10
7324,60대,6137,65.0,2020-12-10,2020-12-10
7325,70대,3100,177.0,2020-12-10,2020-12-10
7326,80대 이상,1731,290.0,2020-12-10,2020-12-10
7327,10대 미만,1186,0.0,2020-12-09,2020-12-09
7328,10대,2416,0.0,2020-12-09,2020-12-09
7329,20대,7230,0.0,2020-12-09,2020-12-09
7330,30대,5087,2.0,2020-12-09,2020-12-09
7331,40대,5524,5.0,2020-12-09,2020-12-09
7332,50대,7214,25.0,2020-12-09,2020-12-09
7333,60대,6024,65.0,2020-12-09,2020-12-09
7334,70대,3050,175.0,2020-12-09,2020-12-09
7335,80대 이상,1701,284.0,2020-12-09,2020-12-09
7336,10대 미만,1162,0.0,2020-12-08,2020-12-08
7337,10대,2373,0.0,2020-12-08,2020-12-08
7338,20대,7167,0.0,2020-12-08,2020-12-08
7339,30대,4992,2.0,2020-12-08,2020-12-08
7340,40대,5428,5.0,2020-12-08,2020-12-08
7341,50대,7089,25.0,2020-12-08,2020-12-08
7342,60대,5899,64.0,2020-12-08,2020-12-08
7343,70대,2976,174.0,2020-12-08,2020-12-08
7344,80대 이상,1669,282.0,2020-12-08,2020-12-08
7345,10대 미만,1142,0.0,2020-12-07,2020-12-07
7346,10대,2340,0.0,2020-12-07,2020-12-07
7347,20대,7093,0.0,2020-12-07,2020-12-07
7348,30대,4917,2.0,2020-12-07,2020-12-07
7349,40대,5346,5.0,2020-12-07,2020-12-07
7350,50대,6980,24.0,2020-12-07,2020-12-07
7351,60대,5808,64.0,2020-12-07,2020-12-07
7352,70대,2919,174.0,2020-12-07,2020-12-07
7353,80대 이상,1616,280.0,2020-12-07,2020-12-07
7354,10대 미만,1106,0.0,2020-12-05,2020-12-05
7355,10대,2279,0.0,2020-12-05,2020-12-05
7356,20대,6937,0.0,2020-12-05,2020-12-05
7357,30대,4752,2.0,2020-12-05,2020-12-05
7358,40대,5199,5.0,2020-12-05,2020-12-05
7359,50대,6718,24.0,2020-12-05,2020-12-05
7360,60대,5598,64.0,2020-12-05,2020-12-05
7361,70대,2792,173.0,2020-12-05,2020-12-05
7362,80대 이상,1534,272.0,2020-12-05,2020-12-05
7363,10대 미만,1083,0.0,2020-12-04,2020-12-04
7364,10대,2227,0.0,2020-12-04,2020-12-04
7365,20대,6837,0.0,2020-12-04,2020-12-04
7366,30대,4686,2.0,2020-12-04,2020-12-04
7367,40대,5121,5.0,2020-12-04,2020-12-04
7368,50대,6625,24.0,2020-12-04,2020-12-04
7369,60대,5508,64.0,2020-12-04,2020-12-04
7370,70대,2742,173.0,2020-12-04,2020-12-04
7371,80대 이상,1503,268.0,2020-12-04,2020-12-04
7372,10대 미만,1058,0.0,2020-12-03,2020-12-03
7373,10대,2181,0.0,2020-12-03,2020-12-03
7374,20대,6737,0.0,2020-12-03,2020-12-03
7375,30대,4604,2.0,2020-12-03,2020-12-03
7376,40대,5032,5.0,2020-12-03,2020-12-03
7377,50대,6506,24.0,2020-12-03,2020-12-03
7378,60대,5415,64.0,2020-12-03,2020-12-03
7379,70대,2699,171.0,2020-12-03,2020-12-03
7380,80대 이상,1471,263.0,2020-12-03,2020-12-03
7381,10대 미만,1027,0.0,2020-12-02,2020-12-02
7382,10대,2140,0.0,2020-12-02,2020-12-02
7383,20대,6633,0.0,2020-12-02,2020-12-02
7384,30대,4536,2.0,2020-12-02,2020-12-02
7385,40대,4939,4.0,2020-12-02,2020-12-02
7386,50대,6411,24.0,2020-12-02,2020-12-02
7387,60대,5340,64.0,2020-12-02,2020-12-02
7388,70대,2672,169.0,2020-12-02,2020-12-02
7389,80대 이상,1465,263.0,2020-12-02,2020-12-02
7390,10대 미만,1008,0.0,2020-12-01,2020-12-01
7391,10대,2097,0.0,2020-12-01,2020-12-01
7392,20대,6548,0.0,2020-12-01,2020-12-01
7393,30대,4447,2.0,2020-12-01,2020-12-01
7394,40대,4860,4.0,2020-12-01,2020-12-01
7395,50대,6312,24.0,2020-12-01,2020-12-01
7396,60대,5283,64.0,2020-12-01,2020-12-01
7397,70대,2649,169.0,2020-12-01,2020-12-01
7398,80대 이상,1448,263.0,2020-12-01,2020-12-01
7399,10대 미만,993,0.0,2020-11-30,2020-11-30
7400,10대,2050,0.0,2020-11-30,2020-11-30
7401,20대,6466,0.0,2020-11-30,2020-11-30
7402,30대,4381,2.0,2020-11-30,2020-11-30
7403,40대,4797,4.0,2020-11-30,2020-11-30
7404,50대,6218,24.0,2020-11-30,2020-11-30
7405,60대,5240,64.0,2020-11-30,2020-11-30
7406,70대,2622,169.0,2020-11-30,2020-11-30
7407,80대 이상,1434,263.0,2020-11-30,2020-11-30
7408,10대 미만,977,0.0,2020-11-29,2020-11-29
7409,10대,1996,0.0,2020-11-29,2020-11-29
7410,20대,6412,0.0,2020-11-29,2020-11-29
7411,30대,4349,2.0,2020-11-29,2020-11-29
7412,40대,4759,4.0,2020-11-29,2020-11-29
7413,50대,6142,24.0,2020-11-29,2020-11-29
7414,60대,5183,63.0,2020-11-29,2020-11-29
7415,70대,2598,168.0,2020-11-29,2020-11-29
7416,80대 이상,1408,262.0,2020-11-29,2020-11-29
7417,10대 미만,959,0.0,2020-11-28,2020-11-28
7418,10대,1959,0.0,2020-11-28,2020-11-28
7419,20대,6319,0.0,2020-11-28,2020-11-28
7420,30대,4284,2.0,2020-11-28,2020-11-28
7421,40대,4690,4.0,2020-11-28,2020-11-28
7422,50대,6060,24.0,2020-11-28,2020-11-28
7423,60대,5137,63.0,2020-11-28,2020-11-28
7424,70대,2572,167.0,2020-11-28,2020-11-28
7425,80대 이상,1395,262.0,2020-11-28,2020-11-28
7426,10대 미만,946,0.0,2020-11-27,2020-11-27
7427,10대,1922,0.0,2020-11-27,2020-11-27
7428,20대,6251,0.0,2020-11-27,2020-11-27
7429,30대,4212,2.0,2020-11-27,2020-11-27
7430,40대,4598,4.0,2020-11-27,2020-11-27
7431,50대,5982,24.0,2020-11-27,2020-11-27
7432,60대,5055,62.0,2020-11-27,2020-11-27
7433,70대,2542,167.0,2020-11-27,2020-11-27
7434,80대 이상,1379,257.0,2020-11-27,2020-11-27
7435,10대 미만,925,0.0,2020-11-26,2020-11-26
7436,10대,1882,0.0,2020-11-26,2020-11-26
7437,20대,6165,0.0,2020-11-26,2020-11-26
7438,30대,4127,2.0,2020-11-26,2020-11-26
7439,40대,4499,4.0,2020-11-26,2020-11-26
7440,50대,5865,24.0,2020-11-26,2020-11-26
7441,60대,4987,62.0,2020-11-26,2020-11-26
7442,70대,2515,167.0,2020-11-26,2020-11-26
7443,80대 이상,1353,256.0,2020-11-26,2020-11-26
7444,10대 미만,904,0.0,2020-11-25,2020-11-25
7445,10대,1825,0.0,2020-11-25,2020-11-25
7446,20대,6040,0.0,2020-11-25,2020-11-25
7447,30대,4044,2.0,2020-11-25,2020-11-25
7448,40대,4406,4.0,2020-11-25,2020-11-25
7449,50대,5770,24.0,2020-11-25,2020-11-25
7450,60대,4915,62.0,2020-11-25,2020-11-25
7451,70대,2487,165.0,2020-11-25,2020-11-25
7452,80대 이상,1344,256.0,2020-11-25,2020-11-25
7453,10대 미만,893,0.0,2020-11-24,2020-11-24
7454,10대,1794,0.0,2020-11-24,2020-11-24
7455,20대,5988,0.0,2020-11-24,2020-11-24
7456,30대,3983,2.0,2020-11-24,2020-11-24
7457,40대,4331,4.0,2020-11-24,2020-11-24
7458,50대,5698,24.0,2020-11-24,2020-11-24
7459,60대,4869,61.0,2020-11-24,2020-11-24
7460,70대,2463,163.0,2020-11-24,2020-11-24
7461,80대 이상,1334,256.0,2020-11-24,2020-11-24
7462,10대 미만,877,0.0,2020-11-23,2020-11-23
7463,10대,1776,0.0,2020-11-23,2020-11-23
7464,20대,5921,0.0,2020-11-23,2020-11-23
7465,30대,3930,2.0,2020-11-23,2020-11-23
7466,40대,4271,4.0,2020-11-23,2020-11-23
7467,50대,5638,24.0,2020-11-23,2020-11-23
7468,60대,4826,61.0,2020-11-23,2020-11-23
7469,70대,2438,163.0,2020-11-23,2020-11-23
7470,80대 이상,1327,255.0,2020-11-23,2020-11-23
7471,10대 미만,854,0.0,2020-11-22,2020-11-22
7472,10대,1755,0.0,2020-11-22,2020-11-22
7473,20대,5880,0.0,2020-11-22,2020-11-22
7474,30대,3889,2.0,2020-11-22,2020-11-22
7475,40대,4222,4.0,2020-11-22,2020-11-22
7476,50대,5588,23.0,2020-11-22,2020-11-22
7477,60대,4806,61.0,2020-11-22,2020-11-22
7478,70대,2421,161.0,2020-11-22,2020-11-22
7479,80대 이상,1318,254.0,2020-11-22,2020-11-22
7480,10대 미만,837,0.0,2020-11-21,2020-11-21
7481,10대,1735,0.0,2020-11-21,2020-11-21
7482,20대,5815,0.0,2020-11-21,2020-11-21
7483,30대,3842,2.0,2020-11-21,2020-11-21
7484,40대,4158,4.0,2020-11-21,2020-11-21
7485,50대,5532,23.0,2020-11-21,2020-11-21
7486,60대,4774,61.0,2020-11-21,2020-11-21
7487,70대,2403,160.0,2020-11-21,2020-11-21
7488,80대 이상,1307,253.0,2020-11-21,2020-11-21
7489,10대 미만,822,0.0,2020-11-20,2020-11-20
7490,10대,1699,0.0,2020-11-20,2020-11-20
7491,20대,5707,0.0,2020-11-20,2020-11-20
7492,30대,3793,2.0,2020-11-20,2020-11-20
7493,40대,4102,4.0,2020-11-20,2020-11-20
7494,50대,5476,23.0,2020-11-20,2020-11-20
7495,60대,4737,60.0,2020-11-20,2020-11-20
7496,70대,2380,159.0,2020-11-20,2020-11-20
7497,80대 이상,1301,253.0,2020-11-20,2020-11-20
7498,10대 미만,811,0.0,2020-11-19,2020-11-19
7499,10대,1664,0.0,2020-11-19,2020-11-19
7500,20대,5642,0.0,2020-11-19,2020-11-19
7501,30대,3744,2.0,2020-11-19,2020-11-19
7502,40대,4043,4.0,2020-11-19,2020-11-19
7503,50대,5416,23.0,2020-11-19,2020-11-19
7504,60대,4692,59.0,2020-11-19,2020-11-19
7505,70대,2352,159.0,2020-11-19,2020-11-19
7506,80대 이상,1290,251.0,2020-11-19,2020-11-19
7507,10대 미만,789,0.0,2020-11-18,2020-11-18
7508,10대,1621,0.0,2020-11-18,2020-11-18
7509,20대,5594,0.0,2020-11-18,2020-11-18
7510,30대,3697,2.0,2020-11-18,2020-11-18
7511,40대,3987,4.0,2020-11-18,2020-11-18
7512,50대,5361,23.0,2020-11-18,2020-11-18
7513,60대,4648,57.0,2020-11-18,2020-11-18
7514,70대,2335,159.0,2020-11-18,2020-11-18
7515,80대 이상,1279,251.0,2020-11-18,2020-11-18
7516,10대 미만,784,0.0,2020-11-17,2020-11-17
7517,10대,1605,0.0,2020-11-17,2020-11-17
7518,20대,5547,0.0,2020-11-17,2020-11-17
7519,30대,3650,2.0,2020-11-17,2020-11-17
7520,40대,3926,4.0,2020-11-17,2020-11-17
7521,50대,5306,23.0,2020-11-17,2020-11-17
7522,60대,4607,57.0,2020-11-17,2020-11-17
7523,70대,2315,157.0,2020-11-17,2020-11-17
7524,80대 이상,1258,251.0,2020-11-17,2020-11-17
7525,10대 미만,774,0.0,2020-11-16,2020-11-16
7526,10대,1593,0.0,2020-11-16,2020-11-16
7527,20대,5510,0.0,2020-11-16,2020-11-16
7528,30대,3624,2.0,2020-11-16,2020-11-16
7529,40대,3890,4.0,2020-11-16,2020-11-16
7530,50대,5262,23.0,2020-11-16,2020-11-16
7531,60대,4569,57.0,2020-11-16,2020-11-16
7532,70대,2297,157.0,2020-11-16,2020-11-16
7533,80대 이상,1250,251.0,2020-11-16,2020-11-16
7534,10대 미만,748,0.0,2020-11-13,2020-11-13
7535,10대,1554,0.0,2020-11-13,2020-11-13
7536,20대,5411,0.0,2020-11-13,2020-11-13
7537,30대,3538,2.0,2020-11-13,2020-11-13
7538,40대,3805,4.0,2020-11-13,2020-11-13
7539,50대,5137,22.0,2020-11-13,2020-11-13
7540,60대,4444,56.0,2020-11-13,2020-11-13
7541,70대,2262,157.0,2020-11-13,2020-11-13
7542,80대 이상,1234,247.0,2020-11-13,2020-11-13
7543,10대 미만,741,0.0,2020-11-12,2020-11-12
7544,10대,1545,0.0,2020-11-12,2020-11-12
7545,20대,5383,0.0,2020-11-12,2020-11-12
7546,30대,3519,2.0,2020-11-12,2020-11-12
7547,40대,3782,4.0,2020-11-12,2020-11-12
7548,50대,5095,22.0,2020-11-12,2020-11-12
7549,60대,4416,56.0,2020-11-12,2020-11-12
7550,70대,2245,157.0,2020-11-12,2020-11-12
7551,80대 이상,1216,246.0,2020-11-12,2020-11-12
7552,10대 미만,735,0.0,2020-11-11,2020-11-11
7553,10대,1532,0.0,2020-11-11,2020-11-11
7554,20대,5357,0.0,2020-11-11,2020-11-11
7555,30대,3496,2.0,2020-11-11,2020-11-11
7556,40대,3760,4.0,2020-11-11,2020-11-11
7557,50대,5070,22.0,2020-11-11,2020-11-11
7558,60대,4401,56.0,2020-11-11,2020-11-11
7559,70대,2236,157.0,2020-11-11,2020-11-11
7560,80대 이상,1212,246.0,2020-11-11,2020-11-11
7561,10대 미만,729,0.0,2020-11-10,2020-11-10
7562,10대,1527,0.0,2020-11-10,2020-11-10
7563,20대,5337,0.0,2020-11-10,2020-11-10
7564,30대,3478,2.0,2020-11-10,2020-11-10
7565,40대,3748,4.0,2020-11-10,2020-11-10
7566,50대,5049,22.0,2020-11-10,2020-11-10
7567,60대,4371,55.0,2020-11-10,2020-11-10
7568,70대,2217,157.0,2020-11-10,2020-11-10
7569,80대 이상,1197,245.0,2020-11-10,2020-11-10
7570,10대 미만,726,0.0,2020-11-09,2020-11-09
7571,10대,1518,0.0,2020-11-09,2020-11-09
7572,20대,5316,0.0,2020-11-09,2020-11-09
7573,30대,3465,2.0,2020-11-09,2020-11-09
7574,40대,3736,4.0,2020-11-09,2020-11-09
7575,50대,5036,22.0,2020-11-09,2020-11-09
7576,60대,4356,54.0,2020-11-09,2020-11-09
7577,70대,2208,156.0,2020-11-09,2020-11-09
7578,80대 이상,1192,242.0,2020-11-09,2020-11-09
7579,10대 미만,723,0.0,2020-11-08,2020-11-08
7580,10대,1512,0.0,2020-11-08,2020-11-08
7581,20대,5301,0.0,2020-11-08,2020-11-08
7582,30대,3440,2.0,2020-11-08,2020-11-08
7583,40대,3717,4.0,2020-11-08,2020-11-08
7584,50대,5017,22.0,2020-11-08,2020-11-08
7585,60대,4341,54.0,2020-11-08,2020-11-08
7586,70대,2193,155.0,2020-11-08,2020-11-08
7587,80대 이상,1183,241.0,2020-11-08,2020-11-08
7588,10대 미만,719,0.0,2020-11-06,2020-11-06
7589,10대,1503,0.0,2020-11-06,2020-11-06
7590,20대,5282,0.0,2020-11-06,2020-11-06
7591,30대,3399,2.0,2020-11-06,2020-11-06
7592,40대,3674,4.0,2020-11-06,2020-11-06
7593,50대,4986,22.0,2020-11-06,2020-11-06
7594,60대,4304,54.0,2020-11-06,2020-11-06
7595,70대,2158,155.0,2020-11-06,2020-11-06
7596,80대 이상,1170,239.0,2020-11-06,2020-11-06
7597,10대 미만,719,0.0,2020-11-06,2020-11-06
7598,10대,1503,0.0,2020-11-06,2020-11-06
7599,20대,5282,0.0,2020-11-06,2020-11-06
7600,30대,3399,2.0,2020-11-06,2020-11-06
7601,40대,3674,4.0,2020-11-06,2020-11-06
7602,50대,4986,22.0,2020-11-06,2020-11-06
7603,60대,4304,54.0,2020-11-06,2020-11-06
7604,70대,2158,155.0,2020-11-06,2020-11-06
7605,80대 이상,1170,239.0,2020-11-06,2020-11-06
7606,10대 미만,710,0.0,2020-11-05,2020-11-05
7607,10대,1496,0.0,2020-11-05,2020-11-05
7608,20대,5258,0.0,2020-11-05,2020-11-05
7609,30대,3375,2.0,2020-11-05,2020-11-05
7610,40대,3648,4.0,2020-11-05,2020-11-05
7611,50대,4958,22.0,2020-11-05,2020-11-05
7612,60대,4291,54.0,2020-11-05,2020-11-05
7613,70대,2149,154.0,2020-11-05,2020-11-05
7614,80대 이상,1165,239.0,2020-11-05,2020-11-05
7615,10대 미만,709,0.0,2020-11-04,2020-11-04
7616,10대,1488,0.0,2020-11-04,2020-11-04
7617,20대,5237,0.0,2020-11-04,2020-11-04
7618,30대,3355,2.0,2020-11-04,2020-11-04
7619,40대,3625,4.0,2020-11-04,2020-11-04
7620,50대,4929,22.0,2020-11-04,2020-11-04
7621,60대,4276,54.0,2020-11-04,2020-11-04
7622,70대,2143,154.0,2020-11-04,2020-11-04
7623,80대 이상,1163,238.0,2020-11-04,2020-11-04
7624,10대 미만,707,0.0,2020-11-03,2020-11-03
7625,10대,1485,0.0,2020-11-03,2020-11-03
7626,20대,5218,0.0,2020-11-03,2020-11-03
7627,30대,3330,2.0,2020-11-03,2020-11-03
7628,40대,3614,4.0,2020-11-03,2020-11-03
7629,50대,4909,22.0,2020-11-03,2020-11-03
7630,60대,4253,54.0,2020-11-03,2020-11-03
7631,70대,2133,153.0,2020-11-03,2020-11-03
7632,80대 이상,1158,237.0,2020-11-03,2020-11-03
7633,10대 미만,704,0.0,2020-11-02,2020-11-02
7634,10대,1480,0.0,2020-11-02,2020-11-02
7635,20대,5201,0.0,2020-11-02,2020-11-02
7636,30대,3317,2.0,2020-11-02,2020-11-02
7637,40대,3607,4.0,2020-11-02,2020-11-02
7638,50대,4894,21.0,2020-11-02,2020-11-02
7639,60대,4242,53.0,2020-11-02,2020-11-02
7640,70대,2130,152.0,2020-11-02,2020-11-02
7641,80대 이상,1157,236.0,2020-11-02,2020-11-02
7642,10대 미만,692,0.0,2020-10-31,2020-10-31
7643,10대,1457,0.0,2020-10-31,2020-10-31
7644,20대,5168,0.0,2020-10-31,2020-10-31
7645,30대,3285,2.0,2020-10-31,2020-10-31
7646,40대,3563,4.0,2020-10-31,2020-10-31
7647,50대,4871,21.0,2020-10-31,2020-10-31
7648,60대,4209,53.0,2020-10-31,2020-10-31
7649,70대,2116,152.0,2020-10-31,2020-10-31
7650,80대 이상,1150,232.0,2020-10-31,2020-10-31
7651,10대 미만,685,0.0,2020-10-30,2020-10-30
7652,10대,1452,0.0,2020-10-30,2020-10-30
7653,20대,5147,0.0,2020-10-30,2020-10-30
7654,30대,3263,2.0,2020-10-30,2020-10-30
7655,40대,3545,4.0,2020-10-30,2020-10-30
7656,50대,4845,21.0,2020-10-30,2020-10-30
7657,60대,4202,53.0,2020-10-30,2020-10-30
7658,70대,2106,152.0,2020-10-30,2020-10-30
7659,80대 이상,1140,231.0,2020-10-30,2020-10-30
7660,10대 미만,677,0.0,2020-10-29,2020-10-29
7661,10대,1443,0.0,2020-10-29,2020-10-29
7662,20대,5131,0.0,2020-10-29,2020-10-29
7663,30대,3247,2.0,2020-10-29,2020-10-29
7664,40대,3526,4.0,2020-10-29,2020-10-29
7665,50대,4829,21.0,2020-10-29,2020-10-29
7666,60대,4182,53.0,2020-10-29,2020-10-29
7667,70대,2100,151.0,2020-10-29,2020-10-29
7668,80대 이상,1136,231.0,2020-10-29,2020-10-29
7669,10대 미만,666,0.0,2020-10-28,2020-10-28
7670,10대,1435,0.0,2020-10-28,2020-10-28
7671,20대,5118,0.0,2020-10-28,2020-10-28
7672,30대,3224,2.0,2020-10-28,2020-10-28
7673,40대,3512,4.0,2020-10-28,2020-10-28
7674,50대,4812,21.0,2020-10-28,2020-10-28
7675,60대,4157,53.0,2020-10-28,2020-10-28
7676,70대,2090,150.0,2020-10-28,2020-10-28
7677,80대 이상,1132,231.0,2020-10-28,2020-10-28
7678,10대 미만,662,0.0,2020-10-27,2020-10-27
7679,10대,1429,0.0,2020-10-27,2020-10-27
7680,20대,5098,0.0,2020-10-27,2020-10-27
7681,30대,3209,2.0,2020-10-27,2020-10-27
7682,40대,3495,4.0,2020-10-27,2020-10-27
7683,50대,4792,21.0,2020-10-27,2020-10-27
7684,60대,4148,53.0,2020-10-27,2020-10-27
7685,70대,2083,149.0,2020-10-27,2020-10-27
7686,80대 이상,1127,231.0,2020-10-27,2020-10-27
7687,10대 미만,660,0.0,2020-10-26,2020-10-26
7688,10대,1422,0.0,2020-10-26,2020-10-26
7689,20대,5086,0.0,2020-10-26,2020-10-26
7690,30대,3200,2.0,2020-10-26,2020-10-26
7691,40대,3481,4.0,2020-10-26,2020-10-26
7692,50대,4769,21.0,2020-10-26,2020-10-26
7693,60대,4135,53.0,2020-10-26,2020-10-26
7694,70대,2079,147.0,2020-10-26,2020-10-26
7695,80대 이상,1123,230.0,2020-10-26,2020-10-26
7696,10대 미만,654,0.0,2020-10-25,2020-10-25
7697,10대,1417,0.0,2020-10-25,2020-10-25
7698,20대,5065,0.0,2020-10-25,2020-10-25
7699,30대,3175,2.0,2020-10-25,2020-10-25
7700,40대,3459,4.0,2020-10-25,2020-10-25
7701,50대,4747,21.0,2020-10-25,2020-10-25
7702,60대,4124,53.0,2020-10-25,2020-10-25
7703,70대,2076,147.0,2020-10-25,2020-10-25
7704,80대 이상,1119,230.0,2020-10-25,2020-10-25
7705,10대 미만,649,0.0,2020-10-24,2020-10-24
7706,10대,1410,0.0,2020-10-24,2020-10-24
7707,20대,5055,0.0,2020-10-24,2020-10-24
7708,30대,3167,2.0,2020-10-24,2020-10-24
7709,40대,3448,4.0,2020-10-24,2020-10-24
7710,50대,4738,21.0,2020-10-24,2020-10-24
7711,60대,4118,53.0,2020-10-24,2020-10-24
7712,70대,2075,147.0,2020-10-24,2020-10-24
7713,80대 이상,1115,230.0,2020-10-24,2020-10-24
7714,10대 미만,642,0.0,2020-10-23,2020-10-23
7715,10대,1403,0.0,2020-10-23,2020-10-23
7716,20대,5043,0.0,2020-10-23,2020-10-23
7717,30대,3163,2.0,2020-10-23,2020-10-23
7718,40대,3439,4.0,2020-10-23,2020-10-23
7719,50대,4724,21.0,2020-10-23,2020-10-23
7720,60대,4104,52.0,2020-10-23,2020-10-23
7721,70대,2070,147.0,2020-10-23,2020-10-23
7722,80대 이상,1110,229.0,2020-10-23,2020-10-23
7723,10대 미만,640,0.0,2020-10-22,2020-10-22
7724,10대,1392,0.0,2020-10-22,2020-10-22
7725,20대,5033,0.0,2020-10-22,2020-10-22
7726,30대,3145,2.0,2020-10-22,2020-10-22
7727,40대,3418,4.0,2020-10-22,2020-10-22
7728,50대,4698,21.0,2020-10-22,2020-10-22
7729,60대,4078,50.0,2020-10-22,2020-10-22
7730,70대,2057,147.0,2020-10-22,2020-10-22
7731,80대 이상,1082,229.0,2020-10-22,2020-10-22
7732,10대 미만,638,0.0,2020-10-21,2020-10-21
7733,10대,1390,0.0,2020-10-21,2020-10-21
7734,20대,5015,0.0,2020-10-21,2020-10-21
7735,30대,3135,2.0,2020-10-21,2020-10-21
7736,40대,3400,4.0,2020-10-21,2020-10-21
7737,50대,4674,21.0,2020-10-21,2020-10-21
7738,60대,4052,49.0,2020-10-21,2020-10-21
7739,70대,2046,147.0,2020-10-21,2020-10-21
7740,80대 이상,1074,227.0,2020-10-21,2020-10-21
7741,10대 미만,637,0.0,2020-10-20,2020-10-20
7742,10대,1386,0.0,2020-10-20,2020-10-20
7743,20대,5003,0.0,2020-10-20,2020-10-20
7744,30대,3123,2.0,2020-10-20,2020-10-20
7745,40대,3382,4.0,2020-10-20,2020-10-20
7746,50대,4659,21.0,2020-10-20,2020-10-20
7747,60대,4038,49.0,2020-10-20,2020-10-20
7748,70대,2041,146.0,2020-10-20,2020-10-20
7749,80대 이상,1064,225.0,2020-10-20,2020-10-20
7750,10대 미만,634,0.0,2020-10-19,2020-10-19
7751,10대,1383,0.0,2020-10-19,2020-10-19
7752,20대,4992,0.0,2020-10-19,2020-10-19
7753,30대,3116,2.0,2020-10-19,2020-10-19
7754,40대,3370,4.0,2020-10-19,2020-10-19
7755,50대,4650,21.0,2020-10-19,2020-10-19
7756,60대,4029,47.0,2020-10-19,2020-10-19
7757,70대,2038,146.0,2020-10-19,2020-10-19
7758,80대 이상,1063,224.0,2020-10-19,2020-10-19
7759,10대 미만,632,0.0,2020-10-18,2020-10-18
7760,10대,1380,0.0,2020-10-18,2020-10-18
7761,20대,4979,0.0,2020-10-18,2020-10-18
7762,30대,3109,2.0,2020-10-18,2020-10-18
7763,40대,3355,4.0,2020-10-18,2020-10-18
7764,50대,4637,21.0,2020-10-18,2020-10-18
7765,60대,4022,47.0,2020-10-18,2020-10-18
7766,70대,2031,146.0,2020-10-18,2020-10-18
7767,80대 이상,1054,224.0,2020-10-18,2020-10-18
7768,10대 미만,628,0.0,2020-10-16,2020-10-16
7769,10대,1374,0.0,2020-10-16,2020-10-16
7770,20대,4962,0.0,2020-10-16,2020-10-16
7771,30대,3079,2.0,2020-10-16,2020-10-16
7772,40대,3336,4.0,2020-10-16,2020-10-16
7773,50대,4596,21.0,2020-10-16,2020-10-16
7774,60대,3990,47.0,2020-10-16,2020-10-16
7775,70대,2021,144.0,2020-10-16,2020-10-16
7776,80대 이상,1049,223.0,2020-10-16,2020-10-16
7777,10대 미만,628,0.0,2020-10-15,2020-10-15
7778,10대,1372,0.0,2020-10-15,2020-10-15
7779,20대,4955,0.0,2020-10-15,2020-10-15
7780,30대,3070,2.0,2020-10-15,2020-10-15
7781,40대,3326,4.0,2020-10-15,2020-10-15
7782,50대,4588,21.0,2020-10-15,2020-10-15
7783,60대,3983,47.0,2020-10-15,2020-10-15
7784,70대,2019,143.0,2020-10-15,2020-10-15
7785,80대 이상,1047,222.0,2020-10-15,2020-10-15
7786,10대 미만,623,0.0,2020-10-14,2020-10-14
7787,10대,1369,0.0,2020-10-14,2020-10-14
7788,20대,4942,0.0,2020-10-14,2020-10-14
7789,30대,3060,2.0,2020-10-14,2020-10-14
7790,40대,3318,4.0,2020-10-14,2020-10-14
7791,50대,4583,21.0,2020-10-14,2020-10-14
7792,60대,3970,47.0,2020-10-14,2020-10-14
7793,70대,2008,143.0,2020-10-14,2020-10-14
7794,80대 이상,1016,221.0,2020-10-14,2020-10-14
7795,10대 미만,619,0.0,2020-10-13,2020-10-13
7796,10대,1362,0.0,2020-10-13,2020-10-13
7797,20대,4912,0.0,2020-10-13,2020-10-13
7798,30대,3049,2.0,2020-10-13,2020-10-13
7799,40대,3307,4.0,2020-10-13,2020-10-13
